     tim; pos; vol; res; sPs; tur; rat; amp; pow; eAd; eDm; eFl; sNw; sKh; 
   62.53; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.57; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.60; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.63; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.67; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.70; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.73; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.77; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.80; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.83; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.87; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.90; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.93; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   62.97; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   63.00; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   63.03; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   63.07; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   63.10; 0; 740; inf; 28.137; 61.201; 0.14; 0.0; 0.0; 0.0; 0.0; 13260884.507; 28.137; 101.293; 
   63.13; 3; 740; 0.731; 28.137; 61.201; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13263995.821; 28.14; 101.304; 
   63.17; 3; 740; 0.731; 28.14; 61.208; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13267107.135; 28.144; 101.318; 
   63.20; 3; 740; 0.731; 28.144; 61.217; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13270218.449; 28.147; 101.329; 
   63.23; 3; 740; 0.731; 28.147; 61.223; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13273329.763; 28.15; 101.34; 
   63.27; 3; 740; 0.731; 28.15; 61.23; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13276441.077; 28.154; 101.354; 
   63.30; 3; 740; 0.731; 28.154; 61.238; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13279552.391; 28.157; 101.365; 
   63.33; 3; 740; 0.731; 28.157; 61.245; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13282663.705; 28.16; 101.376; 
   63.37; 3; 740; 0.731; 28.16; 61.251; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13285775.019; 28.163; 101.387; 
   63.40; 3; 740; 0.731; 28.163; 61.258; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13288886.333; 28.167; 101.401; 
   63.43; 3; 740; 0.731; 28.167; 61.267; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13291997.647; 28.17; 101.412; 
   63.47; 3; 740; 0.731; 28.17; 61.273; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13295108.961; 28.173; 101.423; 
   63.50; 3; 740; 0.731; 28.173; 61.28; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13298220.275; 28.177; 101.437; 
   63.53; 3; 740; 0.731; 28.177; 61.288; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13301331.589; 28.18; 101.448; 
   63.57; 3; 740; 0.731; 28.18; 61.295; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13304442.903; 28.183; 101.459; 
   63.60; 3; 740; 0.731; 28.183; 61.301; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13307554.217; 28.187; 101.473; 
   63.63; 3; 740; 0.731; 28.187; 61.31; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13310665.531; 28.19; 101.484; 
   63.67; 3; 740; 0.731; 28.19; 61.317; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13313776.845; 28.193; 101.495; 
   63.70; 3; 740; 0.731; 28.193; 61.323; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13316888.159; 28.196; 101.506; 
   63.73; 3; 740; 0.731; 28.196; 61.33; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13319999.473; 28.2; 101.52; 
   63.77; 3; 740; 0.731; 28.2; 61.338; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13323110.787; 28.203; 101.531; 
   63.80; 3; 740; 0.731; 28.203; 61.345; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13326222.101; 28.206; 101.542; 
   63.83; 3; 740; 0.731; 28.206; 61.351; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13329333.415; 28.21; 101.556; 
   63.87; 3; 740; 0.731; 28.21; 61.36; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13332444.729; 28.213; 101.567; 
   63.90; 3; 740; 0.731; 28.213; 61.367; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13335556.043; 28.216; 101.578; 
   63.93; 3; 740; 0.731; 28.216; 61.373; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13338667.357; 28.219; 101.588; 
   63.97; 3; 740; 0.731; 28.219; 61.38; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13341778.671; 28.223; 101.603; 
   64.00; 3; 740; 0.731; 28.223; 61.388; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13344889.985; 28.226; 101.614; 
   64.03; 3; 740; 0.731; 28.226; 61.395; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13348001.299; 28.229; 101.624; 
   64.07; 3; 740; 0.731; 28.229; 61.401; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13351112.613; 28.233; 101.639; 
   64.10; 3; 740; 0.731; 28.233; 61.41; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13354223.927; 28.236; 101.65; 
   64.13; 3; 740; 0.731; 28.236; 61.417; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13357335.241; 28.239; 101.66; 
   64.17; 3; 740; 0.731; 28.239; 61.423; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13360446.555; 28.242; 101.671; 
   64.20; 3; 740; 0.731; 28.242; 61.43; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13363557.869; 28.246; 101.686; 
   64.23; 3; 740; 0.731; 28.246; 61.438; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13366669.183; 28.249; 101.696; 
   64.27; 3; 740; 0.731; 28.249; 61.445; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13369780.497; 28.252; 101.707; 
   64.30; 3; 740; 0.731; 28.252; 61.451; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13372891.811; 28.256; 101.722; 
   64.33; 3; 740; 0.731; 28.256; 61.46; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13376003.125; 28.259; 101.732; 
   64.37; 3; 740; 0.731; 28.259; 61.467; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13379114.439; 28.262; 101.743; 
   64.40; 3; 740; 0.731; 28.262; 61.473; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13382225.753; 28.266; 101.758; 
   64.43; 3; 740; 0.731; 28.266; 61.482; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13385337.067; 28.269; 101.768; 
   64.47; 3; 740; 0.731; 28.269; 61.488; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13388448.381; 28.272; 101.779; 
   64.50; 3; 740; 0.731; 28.272; 61.495; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13391559.695; 28.275; 101.79; 
   64.53; 3; 740; 0.731; 28.275; 61.501; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13394671.009; 28.279; 101.804; 
   64.57; 3; 740; 0.731; 28.279; 61.51; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13397782.323; 28.282; 101.815; 
   64.60; 3; 740; 0.731; 28.282; 61.517; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13400893.637; 28.285; 101.826; 
   64.63; 3; 740; 0.731; 28.285; 61.523; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13404004.951; 28.288; 101.837; 
   64.67; 3; 740; 0.731; 28.288; 61.53; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13407116.265; 28.292; 101.851; 
   64.70; 3; 740; 0.731; 28.292; 61.538; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13410227.579; 28.295; 101.862; 
   64.73; 3; 740; 0.731; 28.295; 61.545; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13413338.893; 28.298; 101.873; 
   64.77; 3; 740; 0.731; 28.298; 61.551; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13416450.207; 28.302; 101.887; 
   64.80; 3; 740; 0.731; 28.302; 61.56; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13419561.521; 28.305; 101.898; 
   64.83; 3; 740; 0.731; 28.305; 61.567; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13422672.835; 28.308; 101.909; 
   64.87; 3; 740; 0.731; 28.308; 61.573; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13425784.149; 28.311; 101.92; 
   64.90; 3; 740; 0.731; 28.311; 61.58; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13428895.463; 28.315; 101.934; 
   64.93; 3; 740; 0.731; 28.315; 61.588; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13432006.777; 28.318; 101.945; 
   64.97; 3; 740; 0.731; 28.318; 61.595; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13435118.091; 28.321; 101.956; 
   65.00; 3; 740; 0.731; 28.321; 61.602; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13438229.405; 28.325; 101.97; 
   65.03; 3; 740; 0.731; 28.325; 61.61; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13441340.719; 28.328; 101.981; 
   65.07; 3; 740; 0.731; 28.328; 61.617; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13444452.033; 28.331; 101.992; 
   65.10; 3; 740; 0.731; 28.331; 61.623; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13447563.347; 28.334; 102.002; 
   65.13; 3; 740; 0.731; 28.334; 61.63; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13450674.661; 28.338; 102.017; 
   65.17; 3; 740; 0.731; 28.338; 61.638; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13453785.975; 28.341; 102.028; 
   65.20; 3; 740; 0.731; 28.341; 61.645; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13456897.289; 28.344; 102.038; 
   65.23; 3; 740; 0.731; 28.344; 61.652; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13460008.603; 28.348; 102.053; 
   65.27; 3; 740; 0.731; 28.348; 61.66; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13463119.917; 28.351; 102.064; 
   65.30; 3; 740; 0.731; 28.351; 61.667; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13466231.231; 28.354; 102.074; 
   65.33; 3; 740; 0.731; 28.354; 61.673; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13469342.545; 28.357; 102.085; 
   65.37; 3; 740; 0.731; 28.357; 61.68; 0.14; 141.72; 104875.76; 93339.426; 0.0; 13472453.859; 28.361; 102.1; 
   65.40; 3; 740; 0.731; 28.361; 61.689; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13475542.934; 28.364; 102.11; 
   65.43; 3; 740; 0.731; 28.364; 61.695; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13478632.01; 28.367; 102.121; 
   65.47; 3; 740; 0.731; 28.367; 61.702; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13481721.086; 28.37; 102.132; 
   65.50; 3; 740; 0.731; 28.37; 61.708; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13484810.161; 28.374; 102.146; 
   65.53; 3; 740; 0.731; 28.374; 61.717; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13487899.237; 28.377; 102.157; 
   65.57; 3; 740; 0.731; 28.377; 61.723; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13490988.312; 28.38; 102.168; 
   65.60; 3; 740; 0.731; 28.38; 61.73; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13494077.388; 28.383; 102.179; 
   65.63; 3; 740; 0.731; 28.383; 61.736; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13497166.464; 28.387; 102.193; 
   65.67; 3; 740; 0.731; 28.387; 61.745; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13500255.539; 28.39; 102.204; 
   65.70; 3; 740; 0.731; 28.39; 61.752; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13503344.615; 28.393; 102.215; 
   65.73; 3; 740; 0.731; 28.393; 61.758; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13506433.691; 28.396; 102.226; 
   65.77; 3; 740; 0.731; 28.396; 61.765; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13509522.766; 28.4; 102.24; 
   65.80; 3; 740; 0.731; 28.4; 61.773; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13512611.842; 28.403; 102.251; 
   65.83; 3; 740; 0.731; 28.403; 61.78; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13515700.918; 28.406; 102.262; 
   65.87; 3; 740; 0.731; 28.406; 61.786; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13518789.993; 28.409; 102.272; 
   65.90; 3; 740; 0.731; 28.409; 61.793; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13521879.069; 28.413; 102.287; 
   65.93; 3; 740; 0.731; 28.413; 61.802; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13524968.145; 28.416; 102.298; 
   65.97; 3; 740; 0.731; 28.416; 61.808; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13528057.22; 28.419; 102.308; 
   66.00; 3; 740; 0.731; 28.419; 61.815; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13531146.296; 28.422; 102.319; 
   66.03; 3; 740; 0.731; 28.422; 61.821; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13534235.372; 28.426; 102.334; 
   66.07; 3; 740; 0.731; 28.426; 61.83; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13537324.447; 28.429; 102.344; 
   66.10; 3; 740; 0.731; 28.429; 61.836; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13540413.523; 28.432; 102.355; 
   66.13; 3; 740; 0.731; 28.432; 61.843; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13543502.599; 28.435; 102.366; 
   66.17; 3; 740; 0.731; 28.435; 61.849; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13546591.674; 28.439; 102.38; 
   66.20; 3; 740; 0.731; 28.439; 61.858; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13549680.75; 28.442; 102.391; 
   66.23; 3; 740; 0.731; 28.442; 61.865; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13552769.826; 28.445; 102.402; 
   66.27; 3; 740; 0.731; 28.445; 61.871; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13555858.901; 28.448; 102.413; 
   66.30; 3; 740; 0.731; 28.448; 61.878; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13558947.977; 28.452; 102.427; 
   66.33; 3; 740; 0.731; 28.452; 61.886; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13562037.053; 28.455; 102.438; 
   66.37; 3; 740; 0.731; 28.455; 61.893; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13565126.128; 28.458; 102.449; 
   66.40; 3; 740; 0.731; 28.458; 61.899; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13568215.204; 28.461; 102.46; 
   66.43; 3; 740; 0.731; 28.461; 61.906; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13571304.28; 28.464; 102.47; 
   66.47; 3; 740; 0.731; 28.464; 61.913; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13574393.355; 28.468; 102.485; 
   66.50; 3; 740; 0.731; 28.468; 61.921; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13577482.431; 28.471; 102.496; 
   66.53; 3; 740; 0.731; 28.471; 61.928; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13580571.507; 28.474; 102.506; 
   66.57; 3; 740; 0.731; 28.474; 61.934; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13583660.582; 28.477; 102.517; 
   66.60; 3; 740; 0.731; 28.477; 61.941; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13586749.658; 28.481; 102.532; 
   66.63; 3; 740; 0.731; 28.481; 61.95; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13589838.734; 28.484; 102.542; 
   66.67; 3; 740; 0.731; 28.484; 61.956; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13592927.809; 28.487; 102.553; 
   66.70; 3; 740; 0.731; 28.487; 61.963; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13596016.885; 28.49; 102.564; 
   66.73; 3; 740; 0.731; 28.49; 61.969; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13599105.961; 28.494; 102.578; 
   66.77; 3; 740; 0.731; 28.494; 61.978; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13602195.036; 28.497; 102.589; 
   66.80; 3; 740; 0.731; 28.497; 61.984; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13605284.112; 28.5; 102.6; 
   66.83; 3; 740; 0.731; 28.5; 61.991; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13608373.188; 28.503; 102.611; 
   66.87; 3; 740; 0.731; 28.503; 61.997; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13611462.263; 28.507; 102.625; 
   66.90; 3; 740; 0.731; 28.507; 62.006; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13614551.339; 28.51; 102.636; 
   66.93; 3; 740; 0.731; 28.51; 62.013; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13617640.414; 28.513; 102.647; 
   66.97; 3; 740; 0.731; 28.513; 62.019; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13620729.49; 28.516; 102.658; 
   67.00; 3; 740; 0.731; 28.516; 62.026; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13623818.566; 28.52; 102.672; 
   67.03; 3; 740; 0.731; 28.52; 62.034; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13626907.641; 28.523; 102.683; 
   67.07; 3; 740; 0.731; 28.523; 62.041; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13629996.717; 28.526; 102.694; 
   67.10; 3; 740; 0.731; 28.526; 62.047; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13633085.793; 28.529; 102.704; 
   67.13; 3; 740; 0.731; 28.529; 62.054; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13636174.868; 28.532; 102.715; 
   67.17; 3; 740; 0.731; 28.532; 62.06; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13639263.944; 28.536; 102.73; 
   67.20; 3; 740; 0.731; 28.536; 62.069; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13642353.02; 28.539; 102.74; 
   67.23; 3; 740; 0.731; 28.539; 62.076; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13645442.095; 28.542; 102.751; 
   67.27; 3; 740; 0.731; 28.542; 62.082; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13648531.171; 28.545; 102.762; 
   67.30; 3; 740; 0.731; 28.545; 62.089; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13651620.247; 28.549; 102.776; 
   67.33; 3; 740; 0.731; 28.549; 62.097; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13654709.322; 28.552; 102.787; 
   67.37; 3; 740; 0.731; 28.552; 62.104; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13657798.398; 28.555; 102.798; 
   67.40; 3; 740; 0.731; 28.555; 62.11; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13660887.474; 28.558; 102.809; 
   67.43; 3; 740; 0.731; 28.558; 62.117; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13663976.549; 28.562; 102.823; 
   67.47; 3; 740; 0.731; 28.562; 62.126; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13667065.625; 28.565; 102.834; 
   67.50; 3; 740; 0.731; 28.565; 62.132; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13670154.701; 28.568; 102.845; 
   67.53; 3; 740; 0.731; 28.568; 62.139; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13673243.776; 28.571; 102.856; 
   67.57; 3; 740; 0.731; 28.571; 62.145; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13676332.852; 28.574; 102.866; 
   67.60; 3; 740; 0.731; 28.574; 62.152; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13679421.928; 28.578; 102.881; 
   67.63; 3; 740; 0.731; 28.578; 62.161; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13682511.003; 28.581; 102.892; 
   67.67; 3; 740; 0.731; 28.581; 62.167; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13685600.079; 28.584; 102.902; 
   67.70; 3; 740; 0.731; 28.584; 62.174; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13688689.155; 28.587; 102.913; 
   67.73; 3; 740; 0.731; 28.587; 62.18; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13691778.23; 28.591; 102.928; 
   67.77; 3; 740; 0.731; 28.591; 62.189; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13694867.306; 28.594; 102.938; 
   67.80; 3; 740; 0.731; 28.594; 62.195; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13697956.382; 28.597; 102.949; 
   67.83; 3; 740; 0.731; 28.597; 62.202; 0.139; 140.71; 104126.14; 92672.265; 0.0; 13701045.457; 28.6; 102.96; 
   67.87; 3; 740; 0.731; 28.6; 62.208; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13704112.316; 28.603; 102.971; 
   67.90; 3; 740; 0.731; 28.603; 62.215; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13707179.175; 28.607; 102.985; 
   67.93; 3; 740; 0.731; 28.607; 62.224; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13710246.034; 28.61; 102.996; 
   67.97; 3; 740; 0.731; 28.61; 62.23; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13713312.893; 28.613; 103.007; 
   68.00; 3; 740; 0.731; 28.613; 62.237; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13716379.752; 28.616; 103.018; 
   68.03; 3; 740; 0.731; 28.616; 62.243; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13719446.611; 28.619; 103.028; 
   68.07; 3; 740; 0.731; 28.619; 62.25; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13722513.47; 28.623; 103.043; 
   68.10; 3; 740; 0.731; 28.623; 62.258; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13725580.329; 28.626; 103.054; 
   68.13; 3; 740; 0.731; 28.626; 62.265; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13728647.188; 28.629; 103.064; 
   68.17; 3; 740; 0.731; 28.629; 62.271; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13731714.047; 28.632; 103.075; 
   68.20; 3; 740; 0.731; 28.632; 62.278; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13734780.906; 28.635; 103.086; 
   68.23; 3; 740; 0.731; 28.635; 62.284; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13737847.765; 28.639; 103.1; 
   68.27; 3; 740; 0.731; 28.639; 62.293; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13740914.624; 28.642; 103.111; 
   68.30; 3; 740; 0.731; 28.642; 62.3; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13743981.483; 28.645; 103.122; 
   68.33; 3; 740; 0.731; 28.645; 62.306; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13747048.342; 28.648; 103.133; 
   68.37; 3; 740; 0.731; 28.648; 62.313; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13750115.201; 28.651; 103.144; 
   68.40; 3; 740; 0.731; 28.651; 62.319; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13753182.06; 28.655; 103.158; 
   68.43; 3; 740; 0.731; 28.655; 62.328; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13756248.919; 28.658; 103.169; 
   68.47; 3; 740; 0.731; 28.658; 62.335; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13759315.778; 28.661; 103.18; 
   68.50; 3; 740; 0.731; 28.661; 62.341; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13762382.637; 28.664; 103.19; 
   68.53; 3; 740; 0.731; 28.664; 62.348; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13765449.496; 28.667; 103.201; 
   68.57; 3; 740; 0.731; 28.667; 62.354; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13768516.355; 28.671; 103.216; 
   68.60; 3; 740; 0.731; 28.671; 62.363; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13771583.214; 28.674; 103.226; 
   68.63; 3; 740; 0.731; 28.674; 62.369; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13774650.073; 28.677; 103.237; 
   68.67; 3; 740; 0.731; 28.677; 62.376; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13777716.932; 28.68; 103.248; 
   68.70; 3; 740; 0.731; 28.68; 62.382; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13780783.791; 28.683; 103.259; 
   68.73; 3; 740; 0.731; 28.683; 62.389; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13783850.65; 28.687; 103.273; 
   68.77; 3; 740; 0.731; 28.687; 62.398; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13786917.509; 28.69; 103.284; 
   68.80; 3; 740; 0.731; 28.69; 62.404; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13789984.368; 28.693; 103.295; 
   68.83; 3; 740; 0.731; 28.693; 62.411; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13793051.227; 28.696; 103.306; 
   68.87; 3; 740; 0.731; 28.696; 62.417; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13796118.086; 28.699; 103.316; 
   68.90; 3; 740; 0.731; 28.699; 62.424; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13799184.945; 28.702; 103.327; 
   68.93; 3; 740; 0.731; 28.702; 62.43; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13802251.804; 28.706; 103.342; 
   68.97; 3; 740; 0.731; 28.706; 62.439; 0.138; 139.7; 103377.26; 92005.761; 0.0; 13805318.663; 28.709; 103.352; 
