     tim; pos; vol; res; sPs; tur; rat; amp; pow; eAd; eDm; eFl; sNw; sKh; 
  112.20; 3; 740; 0.731; 31.594; 68.721; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16722208.574; 31.597; 113.749; 
  112.23; 3; 740; 0.731; 31.597; 68.727; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16725030.982; 31.599; 113.756; 
  112.27; 3; 740; 0.731; 31.599; 68.732; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16727853.39; 31.602; 113.767; 
  112.30; 3; 740; 0.731; 31.602; 68.738; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16730675.798; 31.605; 113.778; 
  112.33; 3; 740; 0.731; 31.605; 68.745; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16733498.206; 31.607; 113.785; 
  112.37; 3; 740; 0.731; 31.607; 68.749; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16736320.614; 31.61; 113.796; 
  112.40; 3; 740; 0.731; 31.61; 68.755; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16739143.022; 31.613; 113.807; 
  112.43; 3; 740; 0.731; 31.613; 68.762; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16741965.43; 31.615; 113.814; 
  112.47; 3; 740; 0.731; 31.615; 68.766; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16744787.838; 31.618; 113.825; 
  112.50; 3; 740; 0.731; 31.618; 68.773; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16747610.246; 31.621; 113.836; 
  112.53; 3; 740; 0.731; 31.621; 68.779; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16750432.654; 31.623; 113.843; 
  112.57; 3; 740; 0.731; 31.623; 68.784; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16753255.062; 31.626; 113.854; 
  112.60; 3; 740; 0.731; 31.626; 68.79; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16756077.47; 31.629; 113.864; 
  112.63; 3; 740; 0.731; 31.629; 68.797; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16758899.878; 31.631; 113.872; 
  112.67; 3; 740; 0.731; 31.631; 68.801; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16761722.286; 31.634; 113.882; 
  112.70; 3; 740; 0.731; 31.634; 68.808; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16764544.694; 31.637; 113.893; 
  112.73; 3; 740; 0.731; 31.637; 68.814; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16767367.102; 31.639; 113.9; 
  112.77; 3; 740; 0.731; 31.639; 68.819; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16770189.51; 31.642; 113.911; 
  112.80; 3; 740; 0.731; 31.642; 68.825; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16773011.918; 31.644; 113.918; 
  112.83; 3; 740; 0.731; 31.644; 68.829; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16775834.326; 31.647; 113.929; 
  112.87; 3; 740; 0.731; 31.647; 68.836; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16778656.734; 31.65; 113.94; 
  112.90; 3; 740; 0.731; 31.65; 68.842; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16781479.142; 31.652; 113.947; 
  112.93; 3; 740; 0.731; 31.652; 68.847; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16784301.55; 31.655; 113.958; 
  112.97; 3; 740; 0.731; 31.655; 68.853; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16787123.958; 31.658; 113.969; 
  113.00; 3; 740; 0.731; 31.658; 68.86; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16789946.366; 31.66; 113.976; 
  113.03; 3; 740; 0.731; 31.66; 68.864; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16792768.774; 31.663; 113.987; 
  113.07; 3; 740; 0.731; 31.663; 68.871; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16795591.182; 31.666; 113.998; 
  113.10; 3; 740; 0.731; 31.666; 68.877; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16798413.59; 31.668; 114.005; 
  113.13; 3; 740; 0.731; 31.668; 68.882; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16801235.998; 31.671; 114.016; 
  113.17; 3; 740; 0.731; 31.671; 68.888; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16804058.406; 31.674; 114.026; 
  113.20; 3; 740; 0.731; 31.674; 68.895; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16806880.814; 31.676; 114.034; 
  113.23; 3; 740; 0.731; 31.676; 68.899; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16809703.222; 31.679; 114.044; 
  113.27; 3; 740; 0.731; 31.679; 68.906; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16812525.63; 31.682; 114.055; 
  113.30; 3; 740; 0.731; 31.682; 68.912; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16815348.038; 31.684; 114.062; 
  113.33; 3; 740; 0.731; 31.684; 68.916; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16818170.446; 31.687; 114.073; 
  113.37; 3; 740; 0.731; 31.687; 68.923; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16820992.854; 31.69; 114.084; 
  113.40; 3; 740; 0.731; 31.69; 68.929; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16823815.262; 31.692; 114.091; 
  113.43; 3; 740; 0.731; 31.692; 68.934; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16826637.67; 31.695; 114.102; 
  113.47; 3; 740; 0.731; 31.695; 68.94; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16829460.078; 31.698; 114.113; 
  113.50; 3; 740; 0.731; 31.698; 68.947; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16832282.486; 31.7; 114.12; 
  113.53; 3; 740; 0.731; 31.7; 68.951; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16835104.894; 31.703; 114.131; 
  113.57; 3; 740; 0.731; 31.703; 68.958; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16837927.302; 31.706; 114.142; 
  113.60; 3; 740; 0.731; 31.706; 68.964; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16840749.71; 31.708; 114.149; 
  113.63; 3; 740; 0.731; 31.708; 68.969; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16843572.118; 31.711; 114.16; 
  113.67; 3; 740; 0.731; 31.711; 68.975; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16846394.526; 31.714; 114.17; 
  113.70; 3; 740; 0.731; 31.714; 68.982; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16849216.934; 31.716; 114.178; 
  113.73; 3; 740; 0.731; 31.716; 68.986; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16852039.342; 31.719; 114.188; 
  113.77; 3; 740; 0.731; 31.719; 68.993; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16854861.75; 31.722; 114.199; 
  113.80; 3; 740; 0.731; 31.722; 68.999; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16857684.158; 31.724; 114.206; 
  113.83; 3; 740; 0.731; 31.724; 69.003; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16860506.566; 31.727; 114.217; 
  113.87; 3; 740; 0.731; 31.727; 69.01; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16863328.974; 31.73; 114.228; 
  113.90; 3; 740; 0.731; 31.73; 69.016; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16866151.382; 31.732; 114.235; 
  113.93; 3; 740; 0.731; 31.732; 69.021; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16868973.79; 31.735; 114.246; 
  113.97; 3; 740; 0.731; 31.735; 69.027; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16871796.198; 31.738; 114.257; 
  114.00; 3; 740; 0.731; 31.738; 69.034; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16874618.606; 31.74; 114.264; 
  114.03; 3; 740; 0.731; 31.74; 69.038; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16877441.014; 31.743; 114.275; 
  114.07; 3; 740; 0.731; 31.743; 69.045; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16880263.422; 31.746; 114.286; 
  114.10; 3; 740; 0.731; 31.746; 69.051; 0.127; 128.56; 95137.36; 84672.25; 0.0; 16883085.83; 31.748; 114.293; 
  114.13; 3; 740; 0.731; 31.748; 69.056; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16885886.0; 31.751; 114.304; 
  114.17; 3; 740; 0.731; 31.751; 69.062; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16888686.17; 31.753; 114.311; 
  114.20; 3; 740; 0.731; 31.753; 69.067; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16891486.34; 31.756; 114.322; 
  114.23; 3; 740; 0.731; 31.756; 69.073; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16894286.51; 31.759; 114.332; 
  114.27; 3; 740; 0.731; 31.759; 69.08; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16897086.68; 31.761; 114.34; 
  114.30; 3; 740; 0.731; 31.761; 69.084; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16899886.85; 31.764; 114.35; 
  114.33; 3; 740; 0.731; 31.764; 69.09; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16902687.02; 31.767; 114.361; 
  114.37; 3; 740; 0.731; 31.767; 69.097; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16905487.19; 31.769; 114.368; 
  114.40; 3; 740; 0.731; 31.769; 69.101; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16908287.36; 31.772; 114.379; 
  114.43; 3; 740; 0.731; 31.772; 69.108; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16911087.53; 31.774; 114.386; 
  114.47; 3; 740; 0.731; 31.774; 69.112; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16913887.7; 31.777; 114.397; 
  114.50; 3; 740; 0.731; 31.777; 69.119; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16916687.87; 31.78; 114.408; 
  114.53; 3; 740; 0.731; 31.78; 69.125; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16919488.04; 31.782; 114.415; 
  114.57; 3; 740; 0.731; 31.782; 69.13; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16922288.21; 31.785; 114.426; 
  114.60; 3; 740; 0.731; 31.785; 69.136; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16925088.38; 31.788; 114.437; 
  114.63; 3; 740; 0.731; 31.788; 69.143; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16927888.55; 31.79; 114.444; 
  114.67; 3; 740; 0.731; 31.79; 69.147; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16930688.72; 31.793; 114.455; 
  114.70; 3; 740; 0.731; 31.793; 69.154; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16933488.89; 31.796; 114.466; 
  114.73; 3; 740; 0.731; 31.796; 69.16; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16936289.06; 31.798; 114.473; 
  114.77; 3; 740; 0.731; 31.798; 69.164; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16939089.23; 31.801; 114.484; 
  114.80; 3; 740; 0.731; 31.801; 69.171; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16941889.4; 31.803; 114.491; 
  114.83; 3; 740; 0.731; 31.803; 69.175; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16944689.57; 31.806; 114.502; 
  114.87; 3; 740; 0.731; 31.806; 69.182; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16947489.74; 31.809; 114.512; 
  114.90; 3; 740; 0.731; 31.809; 69.188; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16950289.91; 31.811; 114.52; 
  114.93; 3; 740; 0.731; 31.811; 69.193; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16953090.08; 31.814; 114.53; 
  114.97; 3; 740; 0.731; 31.814; 69.199; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16955890.25; 31.817; 114.541; 
  115.00; 3; 740; 0.731; 31.817; 69.206; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16958690.42; 31.819; 114.548; 
  115.03; 3; 740; 0.731; 31.819; 69.21; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16961490.59; 31.822; 114.559; 
  115.07; 3; 740; 0.731; 31.822; 69.217; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16964290.76; 31.824; 114.566; 
  115.10; 3; 740; 0.731; 31.824; 69.221; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16967090.93; 31.827; 114.577; 
  115.13; 3; 740; 0.731; 31.827; 69.227; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16969891.1; 31.83; 114.588; 
  115.17; 3; 740; 0.731; 31.83; 69.234; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16972691.27; 31.832; 114.595; 
  115.20; 3; 740; 0.731; 31.832; 69.238; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16975491.44; 31.835; 114.606; 
  115.23; 3; 740; 0.731; 31.835; 69.245; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16978291.61; 31.838; 114.617; 
  115.27; 3; 740; 0.731; 31.838; 69.251; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16981091.78; 31.84; 114.624; 
  115.30; 3; 740; 0.731; 31.84; 69.256; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16983891.95; 31.843; 114.635; 
  115.33; 3; 740; 0.731; 31.843; 69.262; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16986692.12; 31.845; 114.642; 
  115.37; 3; 740; 0.731; 31.845; 69.267; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16989492.29; 31.848; 114.653; 
  115.40; 3; 740; 0.731; 31.848; 69.273; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16992292.46; 31.851; 114.664; 
  115.43; 3; 740; 0.731; 31.851; 69.28; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16995092.63; 31.853; 114.671; 
  115.47; 3; 740; 0.731; 31.853; 69.284; 0.126; 127.55; 94387.74; 84005.089; 0.0; 16997892.8; 31.856; 114.682; 
  115.50; 3; 740; 0.731; 31.856; 69.291; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17000692.97; 31.859; 114.692; 
  115.53; 3; 740; 0.731; 31.859; 69.297; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17003493.14; 31.861; 114.7; 
  115.57; 3; 740; 0.731; 31.861; 69.301; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17006293.31; 31.864; 114.71; 
  115.60; 3; 740; 0.731; 31.864; 69.308; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17009093.48; 31.866; 114.718; 
  115.63; 3; 740; 0.731; 31.866; 69.312; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17011893.65; 31.869; 114.728; 
  115.67; 3; 740; 0.731; 31.869; 69.319; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17014693.82; 31.872; 114.739; 
  115.70; 3; 740; 0.731; 31.872; 69.325; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17017493.99; 31.874; 114.746; 
  115.73; 3; 740; 0.731; 31.874; 69.33; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17020294.16; 31.877; 114.757; 
  115.77; 3; 740; 0.731; 31.877; 69.336; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17023094.33; 31.88; 114.768; 
  115.80; 3; 740; 0.731; 31.88; 69.343; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17025894.5; 31.882; 114.775; 
  115.83; 3; 740; 0.731; 31.882; 69.347; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17028694.67; 31.885; 114.786; 
  115.87; 3; 740; 0.731; 31.885; 69.354; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17031494.84; 31.887; 114.793; 
  115.90; 3; 740; 0.731; 31.887; 69.358; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17034295.01; 31.89; 114.804; 
  115.93; 3; 740; 0.731; 31.89; 69.364; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17037095.18; 31.893; 114.815; 
  115.97; 3; 740; 0.731; 31.893; 69.371; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17039895.35; 31.895; 114.822; 
  116.00; 3; 740; 0.731; 31.895; 69.375; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17042695.52; 31.898; 114.833; 
  116.03; 3; 740; 0.731; 31.898; 69.382; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17045495.69; 31.9; 114.84; 
  116.07; 3; 740; 0.731; 31.9; 69.386; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17048295.86; 31.903; 114.851; 
  116.10; 3; 740; 0.731; 31.903; 69.393; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17051096.03; 31.906; 114.862; 
  116.13; 3; 740; 0.731; 31.906; 69.399; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17053896.2; 31.908; 114.869; 
  116.17; 3; 740; 0.731; 31.908; 69.404; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17056696.37; 31.911; 114.88; 
  116.20; 3; 740; 0.731; 31.911; 69.41; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17059496.54; 31.914; 114.89; 
  116.23; 3; 740; 0.731; 31.914; 69.417; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17062296.71; 31.916; 114.898; 
  116.27; 3; 740; 0.731; 31.916; 69.421; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17065096.88; 31.919; 114.908; 
  116.30; 3; 740; 0.731; 31.919; 69.428; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17067897.05; 31.921; 114.916; 
  116.33; 3; 740; 0.731; 31.921; 69.432; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17070697.22; 31.924; 114.926; 
  116.37; 3; 740; 0.731; 31.924; 69.438; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17073497.39; 31.927; 114.937; 
  116.40; 3; 740; 0.731; 31.927; 69.445; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17076297.56; 31.929; 114.944; 
  116.43; 3; 740; 0.731; 31.929; 69.449; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17079097.73; 31.932; 114.955; 
  116.47; 3; 740; 0.731; 31.932; 69.456; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17081897.9; 31.935; 114.966; 
  116.50; 3; 740; 0.731; 31.935; 69.462; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17084698.07; 31.937; 114.973; 
  116.53; 3; 740; 0.731; 31.937; 69.467; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17087498.24; 31.94; 114.984; 
  116.57; 3; 740; 0.731; 31.94; 69.473; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17090298.41; 31.942; 114.991; 
  116.60; 3; 740; 0.731; 31.942; 69.478; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17093098.58; 31.945; 115.002; 
  116.63; 3; 740; 0.731; 31.945; 69.484; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17095898.75; 31.948; 115.013; 
  116.67; 3; 740; 0.731; 31.948; 69.491; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17098698.92; 31.95; 115.02; 
  116.70; 3; 740; 0.731; 31.95; 69.495; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17101499.09; 31.953; 115.031; 
  116.73; 3; 740; 0.731; 31.953; 69.502; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17104299.26; 31.955; 115.038; 
  116.77; 3; 740; 0.731; 31.955; 69.506; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17107099.43; 31.958; 115.049; 
  116.80; 3; 740; 0.731; 31.958; 69.512; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17109899.6; 31.961; 115.06; 
  116.83; 3; 740; 0.731; 31.961; 69.519; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17112699.77; 31.963; 115.067; 
  116.87; 3; 740; 0.731; 31.963; 69.523; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17115499.94; 31.966; 115.078; 
  116.90; 3; 740; 0.731; 31.966; 69.53; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17118300.11; 31.969; 115.088; 
  116.93; 3; 740; 0.731; 31.969; 69.536; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17121100.28; 31.971; 115.096; 
  116.97; 3; 740; 0.731; 31.971; 69.541; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17123900.45; 31.974; 115.106; 
  117.00; 3; 740; 0.731; 31.974; 69.547; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17126700.62; 31.976; 115.114; 
  117.03; 3; 740; 0.731; 31.976; 69.552; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17129500.79; 31.979; 115.124; 
  117.07; 3; 740; 0.731; 31.979; 69.558; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17132300.96; 31.982; 115.135; 
  117.10; 3; 740; 0.731; 31.982; 69.565; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17135101.13; 31.984; 115.142; 
  117.13; 3; 740; 0.731; 31.984; 69.569; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17137901.3; 31.987; 115.153; 
  117.17; 3; 740; 0.731; 31.987; 69.575; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17140701.47; 31.989; 115.16; 
  117.20; 3; 740; 0.731; 31.989; 69.58; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17143501.64; 31.992; 115.171; 
  117.23; 3; 740; 0.731; 31.992; 69.586; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17146301.81; 31.995; 115.182; 
  117.27; 3; 740; 0.731; 31.995; 69.593; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17149101.98; 31.997; 115.189; 
  117.30; 3; 740; 0.731; 31.997; 69.597; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17151902.15; 32.0; 115.2; 
  117.33; 3; 740; 0.731; 32.0; 69.604; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17154702.32; 32.003; 115.211; 
  117.37; 3; 740; 0.731; 32.003; 69.61; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17157502.49; 32.005; 115.218; 
  117.40; 3; 740; 0.731; 32.005; 69.615; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17160302.66; 32.008; 115.229; 
  117.43; 3; 740; 0.731; 32.008; 69.621; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17163102.83; 32.01; 115.236; 
  117.47; 3; 740; 0.731; 32.01; 69.626; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17165903.0; 32.013; 115.247; 
  117.50; 3; 740; 0.731; 32.013; 69.632; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17168703.17; 32.016; 115.258; 
  117.53; 3; 740; 0.731; 32.016; 69.639; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17171503.34; 32.018; 115.265; 
  117.57; 3; 740; 0.731; 32.018; 69.643; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17174303.51; 32.021; 115.276; 
  117.60; 3; 740; 0.731; 32.021; 69.649; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17177103.68; 32.023; 115.283; 
  117.63; 3; 740; 0.731; 32.023; 69.654; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17179903.85; 32.026; 115.294; 
  117.67; 3; 740; 0.731; 32.026; 69.66; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17182704.02; 32.029; 115.304; 
  117.70; 3; 740; 0.731; 32.029; 69.667; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17185504.19; 32.031; 115.312; 
  117.73; 3; 740; 0.731; 32.031; 69.671; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17188304.36; 32.034; 115.322; 
  117.77; 3; 740; 0.731; 32.034; 69.678; 0.126; 127.55; 94387.74; 84005.089; 0.0; 17191104.53; 32.036; 115.33; 
  117.80; 3; 740; 0.731; 32.036; 69.682; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17193882.483; 32.039; 115.34; 
  117.83; 3; 740; 0.731; 32.039; 69.689; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17196660.436; 32.042; 115.351; 
  117.87; 3; 740; 0.731; 32.042; 69.695; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17199438.389; 32.044; 115.358; 
  117.90; 3; 740; 0.731; 32.044; 69.699; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17202216.342; 32.047; 115.369; 
  117.93; 3; 740; 0.731; 32.047; 69.706; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17204994.295; 32.049; 115.376; 
  117.97; 3; 740; 0.731; 32.049; 69.71; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17207772.248; 32.052; 115.387; 
  118.00; 3; 740; 0.731; 32.052; 69.717; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17210550.201; 32.055; 115.398; 
  118.03; 3; 740; 0.731; 32.055; 69.723; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17213328.154; 32.057; 115.405; 
  118.07; 3; 740; 0.731; 32.057; 69.728; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17216106.107; 32.06; 115.416; 
  118.10; 3; 740; 0.731; 32.06; 69.734; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17218884.06; 32.062; 115.423; 
  118.13; 3; 740; 0.731; 32.062; 69.739; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17221662.013; 32.065; 115.434; 
  118.17; 3; 740; 0.731; 32.065; 69.745; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17224439.966; 32.068; 115.445; 
  118.20; 3; 740; 0.731; 32.068; 69.752; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17227217.919; 32.07; 115.452; 
  118.23; 3; 740; 0.731; 32.07; 69.756; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17229995.872; 32.073; 115.463; 
  118.27; 3; 740; 0.731; 32.073; 69.763; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17232773.825; 32.075; 115.47; 
  118.30; 3; 740; 0.731; 32.075; 69.767; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17235551.778; 32.078; 115.481; 
  118.33; 3; 740; 0.731; 32.078; 69.773; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17238329.731; 32.08; 115.488; 
  118.37; 3; 740; 0.731; 32.08; 69.778; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17241107.684; 32.083; 115.499; 
  118.40; 3; 740; 0.731; 32.083; 69.784; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17243885.637; 32.086; 115.51; 
  118.43; 3; 740; 0.731; 32.086; 69.791; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17246663.59; 32.088; 115.517; 
  118.47; 3; 740; 0.731; 32.088; 69.795; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17249441.543; 32.091; 115.528; 
  118.50; 3; 740; 0.731; 32.091; 69.802; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17252219.496; 32.093; 115.535; 
  118.53; 3; 740; 0.731; 32.093; 69.806; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17254997.449; 32.096; 115.546; 
  118.57; 3; 740; 0.731; 32.096; 69.813; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17257775.402; 32.099; 115.556; 
  118.60; 3; 740; 0.731; 32.099; 69.819; 0.125; 126.54; 93638.86; 83338.585; 0.0; 17260553.355; 32.101; 115.564; 
